"","year","occupation","major","TotalPopulation","Number_of_Men","Number_of_Women","Women_Percentage","Earning","Men_earning","Women_earning","Compare_to_men"
"866",2014,"Carpenters","Natural Resources, Construction, and Maintenance",785306,774823,10483,1.3,"34967","35074","26575","75.768375434795004"
"867",2014,"Carpet, floor, and tile installers and finishers","Natural Resources, Construction, and Maintenance",101337,99786,1551,1.5,"31696","31799","18773","(X)"
"868",2014,"Cement masons, concrete finishers, and terrazzo workers","Natural Resources, Construction, and Maintenance",35697,35186,511,1.4,"32090","32050","50698","(X)"
"869",2014,"Construction laborers","Natural Resources, Construction, and Maintenance",1113361,1083386,29975,2.7,"31395","31434","29338","93.332060825857354"
"870",2014,"Paving, surfacing, and tamping equipment operators","Natural Resources, Construction, and Maintenance",7639,7628,11,0.1,"38677","38721","-","(X)"
"871",2014,"Operating engineers and other construction equipment operators, including pile-driver operators","Natural Resources, Construction, and Maintenance",254237,250082,4155,1.6,"45048","45089","42351","(X)"
"872",2014,"Drywall installers, ceiling tile installers, and tapers","Natural Resources, Construction, and Maintenance",94066,90296,3770,4,"28979","29403","25106","(X)"
"873",2014,"Electricians","Natural Resources, Construction, and Maintenance",591640,577579,14061,2.4,"49809","50079","36276","72.437548673096501"
"874",2014,"Glaziers","Natural Resources, Construction, and Maintenance",33384,32552,832,2.5,"36785","37167","27803","(X)"
"875",2014,"Insulation workers","Natural Resources, Construction, and Maintenance",36601,35735,866,2.4,"37270","37390","35809","(X)"
"876",2014,"Painters, construction and maintenance","Natural Resources, Construction, and Maintenance",365280,348513,16767,4.6,"30317","30488","25519","83.701784308580429"
"877",2014,"Paperhangers","Natural Resources, Construction, and Maintenance",2377,2196,181,7.6,"35857","37280","-","(X)"
"878",2014,"Pipelayers, plumbers, pipefitters, and steamfitters","Natural Resources, Construction, and Maintenance",415539,410851,4688,1.1,"43790","43979","35301","(X)"
"879",2014,"Plasterers and stucco masons","Natural Resources, Construction, and Maintenance",17452,17310,142,0.8,"30975","30904","52162","(X)"
"880",2014,"Reinforcing iron and rebar workers","Natural Resources, Construction, and Maintenance",3839,3394,445,11.6,"35893","35280","37461","(X)"
"881",2014,"Roofers","Natural Resources, Construction, and Maintenance",114990,113772,1218,1.1,"29618","29658","27010","(X)"
"882",2014,"Sheet metal workers","Natural Resources, Construction, and Maintenance",102627,98525,4102,4,"40254","40393","34294","(X)"
"883",2014,"Structural iron and steel workers","Natural Resources, Construction, and Maintenance",45105,44229,876,1.9,"45592","45896","19964","(X)"
"884",2014,"Helpers, construction trades","Natural Resources, Construction, and Maintenance",28502,27465,1037,3.6,"26805","26857","23064","(X)"
"885",2014,"Construction and building inspectors","Natural Resources, Construction, and Maintenance",67847,61472,6375,9.4,"51884","52679","42189","80.086941665559337"
"886",2014,"Elevator installers and repairers","Natural Resources, Construction, and Maintenance",20992,20987,5,0,"88901","88919","-","(X)"
"887",2014,"Fence erectors","Natural Resources, Construction, and Maintenance",17946,17787,159,0.9,"30148","30223","-","(X)"
"888",2014,"Hazardous materials removal workers","Natural Resources, Construction, and Maintenance",23523,20412,3111,13.2,"42087","45173","30026","(X)"
"889",2014,"Highway maintenance workers","Natural Resources, Construction, and Maintenance",83359,81025,2334,2.8,"38267","38457","32204","(X)"
"890",2014,"Rail-track laying and maintenance equipment operators","Natural Resources, Construction, and Maintenance",12818,12470,348,2.7,"49788","50119","23911","(X)"
"891",2014,"Septic tank servicers and sewer pipe cleaners","Natural Resources, Construction, and Maintenance",7362,6932,430,5.8,"40914","40902","60023","(X)"
"892",2014,"Miscellaneous construction and related workers, including solar photovoltaic installers","Natural Resources, Construction, and Maintenance",24033,23386,647,2.7,"40310","40093","43816","(X)"
"893",2014,"Derrick, rotary drill, and service unit operators, oil, gas, and mining","Natural Resources, Construction, and Maintenance",30927,30023,904,2.9,"66914","66299","100584","(X)"
"894",2014,"Earth drillers, except oil and gas","Natural Resources, Construction, and Maintenance",23041,22728,313,1.4,"53328","53248","-","(X)"
"895",2014,"Explosives workers, ordnance handling experts, and blasters","Natural Resources, Construction, and Maintenance",7651,6995,656,8.6,"56525","57128","52200","(X)"
"896",2014,"Mining machine operators","Natural Resources, Construction, and Maintenance",58432,56917,1515,2.6,"61797","61769","66211","(X)"
"897",2014,"Roof bolters, mining","Natural Resources, Construction, and Maintenance",2812,2812,0,0,"75895","75895","-","(X)"
"898",2014,"Roustabouts, oil and gas","Natural Resources, Construction, and Maintenance",8932,8674,258,2.9,"41283","41892","-","(X)"
"899",2014,"Helpers--extraction workers","Natural Resources, Construction, and Maintenance",4323,4323,0,0,"36244","36244","-","(X)"
"900",2014,"Other extraction workers","Natural Resources, Construction, and Maintenance",61453,59880,1573,2.6,"54975","55072","54298","(X)"
"901",2014,"First-line supervisors of mechanics, installers, and repairers","Natural Resources, Construction, and Maintenance",247081,229489,17592,7.1,"56080","56361","51749","91.817036603324993"
"902",2014,"Computer, automated teller, and office machine repairers","Natural Resources, Construction, and Maintenance",155340,136375,18965,12.2,"42483","42490","42400","99.788185455401262"
"903",2014,"Radio and telecommunications equipment installers and repairers","Natural Resources, Construction, and Maintenance",138077,121794,16283,11.8,"54815","55556","50223","90.40067679458565"
"904",2014,"Avionics technicians","Natural Resources, Construction, and Maintenance",17128,15328,1800,10.5,"56452","56030","61741","(X)"
"905",2014,"Electric motor, power tool, and related repairers","Natural Resources, Construction, and Maintenance",20957,19802,1155,5.5,"48968","49388","46989","(X)"
"906",2014,"Electrical and electronics installers and repairers, transportation equipment","Natural Resources, Construction, and Maintenance",972,972,0,0,"55676","55676","-","(X)"
